-- dump date   	20080125_165742
-- class       	Genbank::Feature
-- table       	feature
-- table       	main
-- field 1	id
-- field 2	type
-- field 3	name
-- field 4	contig
-- field 5	start_pos
-- field 6	end_pos
-- field 7	strand
-- field 8	description
-- field 9	chrom_position
-- field 10	organism
-- field 11	GeneID
-- header
-- id	type	name	contig	start_pos	end_pos	strand	description	chrom_position	organism	GeneID
83333000001	SEQ_END	SEQ_END	NC_000913.2	4639675	4639675	DR	NC_000913.2; contig end	4639675..4639675	Escherichia coli K12	<NULL_VALUE>
NP_418222.1	CDS	ilvC	NC_000913.2	3955993	3957468	D	ketol-acid reductoisomerase, NAD(P)-binding	3955993..3957468	Escherichia coli K12	948286
NP_418223.1	CDS	ppiC	NC_000913.2	3957555	3957836	R	peptidyl-prolyl cis-trans isomerase C (rotamase C)	complement(3957555..3957836)	Escherichia coli K12	948285
b3777	CDS	yifN	NC_000913.2	3958035	3958483	R	b3777	complement(join(3958035..3958277,3958277..3958483))	Escherichia coli K12	2847676
YP_026251.1	CDS	rep	NC_000913.2	3958700	3960721	D	DNA helicase and single-stranded DNA-dependent ATPase	3958700..3960721	Escherichia coli K12	948292
YP_026252.1	CDS	gpp	NC_000913.2	3960768	3962252	R	guanosine pentaphosphatase/exopolyphosphatase	complement(3960768..3962252)	Escherichia coli K12	948291
NP_418227.1	CDS	rhlB	NC_000913.2	3962388	3963653	R	ATP-dependent RNA helicase	complement(3962388..3963653)	Escherichia coli K12	948290
NP_418228.2	CDS	trxA	NC_000913.2	3963784	3964113	D	thioredoxin 1	3963784..3964113	Escherichia coli K12	948289
NP_418230.1	CDS	rho	NC_000913.2	3964440	3965699	D	transcription termination factor	3964440..3965699	Escherichia coli K12	948297
NP_418231.1	CDS	rfe	NC_000913.2	3965939	3967042	D	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase	3965939..3967042	Escherichia coli K12	948789
NP_418232.2	CDS	wzzE	NC_000913.2	3967054	3968100	D	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	3967054..3968100	Escherichia coli K12	944815
YP_026253.1	CDS	rffE	NC_000913.2	3968156	3969286	D	UDP-N-acetyl glucosamine-2-epimerase	3968156..3969286	Escherichia coli K12	944789
YP_026254.1	CDS	rffD	NC_000913.2	3969283	3970545	D	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	3969283..3970545	Escherichia coli K12	948977
YP_026255.1	CDS	rffG	NC_000913.2	3970545	3971612	D	dTDP-glucose 4,6-dehydratase	3970545..3971612	Escherichia coli K12	948300
NP_418236.1	CDS	rffH	NC_000913.2	3971631	3972512	D	glucose-1-phosphate thymidylyltransferase	3971631..3972512	Escherichia coli K12	948299
YP_026256.2	CDS	rffC	NC_000913.2	3972490	3973164	D	TDP-fucosamine acetyltransferase	3972490..3973164	Escherichia coli K12	948298
NP_418238.1	CDS	rffA	NC_000913.2	3973169	3974299	D	TDP-4-oxo-6-deoxy-D-glucose transaminase	3973169..3974299	Escherichia coli K12	948296
NP_418239.1	CDS	wzxE	NC_000913.2	3974301	3975551	D	O-antigen translocase	3974301..3975551	Escherichia coli K12	948294
YP_026257.1	CDS	rffT	NC_000913.2	3975548	3976627	D	TDP-Fuc4NAc:lipidIIFuc4NAc transferase	3975548..3976627	Escherichia coli K12	2847677
NP_418241.1	CDS	wzyE	NC_000913.2	3976624	3977976	D	predicted Wzy protein involved in ECA polysaccharide chain elongation	3976624..3977976	Escherichia coli K12	948293
NP_418242.1	CDS	rffM	NC_000913.2	3977979	3978719	D	UDP-N-acetyl-D-mannosaminuronic acid transferase	3977979..3978719	Escherichia coli K12	948301
YP_026258.1	CDS	yifK	NC_000913.2	3978910	3980295	D	predicted transporter	3978910..3980295	Escherichia coli K12	945400
YP_026259.1	CDS	aslB	NC_000913.2	3980981	3982216	D	predicted regulator of arylsulfatase activity	3980981..3982216	Escherichia coli K12	949013
NP_418245.1	CDS	aslA	NC_000913.2	3982375	3984030	R	acrylsulfatase-like enzyme	complement(3982375..3984030)	Escherichia coli K12	949015
NP_418246.1	CDS	hemY	NC_000913.2	3984709	3985905	R	predicted protoheme IX synthesis protein	complement(3984709..3985905)	Escherichia coli K12	948311
NP_418247.1	CDS	hemX	NC_000913.2	3985908	3987089	R	predicted uroporphyrinogen III methylase	complement(3985908..3987089)	Escherichia coli K12	948446
NP_418248.1	CDS	hemD	NC_000913.2	3987111	3987851	R	uroporphyrinogen III synthase	complement(3987111..3987851)	Escherichia coli K12	948587
YP_026260.1	CDS	hemC	NC_000913.2	3987848	3988789	R	hydroxymethylbilane synthase	complement(3987848..3988789)	Escherichia coli K12	947759
NP_418250.1	CDS	cyaA	NC_000913.2	3989176	3991722	D	adenylate cyclase	3989176..3991722	Escherichia coli K12	947755
NP_418251.1	CDS	cyaY	NC_000913.2	3991762	3992082	R	frataxin, iron-binding and oxidizing protein	complement(3991762..3992082)	Escherichia coli K12	947754
YP_588473.1	CDS	yifL	NC_000913.2	3992545	3992748	D	predicted lipoprotein	3992545..3992748	Escherichia coli K12	1450304
NP_418254.2	CDS	dapF	NC_000913.2	3992785	3993609	D	diaminopimelate epimerase	3992785..3993609	Escherichia coli K12	948364
NP_418255.1	CDS	yigA	NC_000913.2	3993606	3994313	D	conserved protein	3993606..3994313	Escherichia coli K12	948359
NP_418256.1	CDS	xerC	NC_000913.2	3994310	3995206	D	site-specific tyrosine recombinase	3994310..3995206	Escherichia coli K12	948355
NP_418257.1	CDS	yigB	NC_000913.2	3995206	3995922	D	predicted hydrolase	3995206..3995922	Escherichia coli K12	948357
NP_418258.1	CDS	uvrD	NC_000913.2	3996006	3998168	D	DNA-dependent ATPase I and helicase II	3996006..3998168	Escherichia coli K12	948347
YP_026261.1	CDS	yigE	NC_000913.2	3998315	3999079	R	predicted protein	complement(3998315..3999079)	Escherichia coli K12	2847679
NP_418260.1	CDS	corA	NC_000913.2	3999449	4000399	D	magnesium/nickel/cobalt transporter	3999449..4000399	Escherichia coli K12	948351
NP_418261.1	CDS	yigF	NC_000913.2	4000442	4000822	R	conserved inner membrane protein	complement(4000442..4000822)	Escherichia coli K12	948340
NP_418262.2	CDS	yigG	NC_000913.2	4000836	4001216	R	predicted inner membrane protein	complement(4000836..4001216)	Escherichia coli K12	948344
YP_026262.1	CDS	rarD	NC_000913.2	4001311	4002201	R	predicted chloramphenical resistance permease	complement(4001311..4002201)	Escherichia coli K12	948330
NP_418264.4	CDS	yigI	NC_000913.2	4002253	4002720	R	conserved protein	complement(4002253..4002720)	Escherichia coli K12	948338
NP_418265.1	CDS	pldA	NC_000913.2	4002885	4003754	D	outer membrane phospholipase A	4002885..4003754	Escherichia coli K12	948307
YP_026263.3	CDS	recQ	NC_000913.2	4003887	4005716	D	ATP-dependent DNA helicase	4003887..4005716	Escherichia coli K12	948318
YP_026264.1	CDS	rhtC	NC_000913.2	4005780	4006400	D	threonine efflux system	4005780..4006400	Escherichia coli K12	948317
YP_026265.1	CDS	rhtB	NC_000913.2	4006462	4007082	R	neutral amino-acid efflux system	complement(4006462..4007082)	Escherichia coli K12	948316
YP_026266.1	CDS	pldB	NC_000913.2	4007193	4008215	D	lysophospholipase L(2)	4007193..4008215	Escherichia coli K12	948314
YP_026267.1	CDS	yigL	NC_000913.2	4008223	4009023	D	predicted hydrolase	4008223..4009023	Escherichia coli K12	2847768
NP_418271.1	CDS	yigM	NC_000913.2	4009099	4009998	D	predicted inner membrane protein	4009099..4009998	Escherichia coli K12	948309
NP_418272.1	CDS	metR	NC_000913.2	4009886	4010839	R	DNA-binding transcriptional activator, homocysteine-binding	complement(4009886..4010839)	Escherichia coli K12	948310
NP_418273.1	CDS	metE	NC_000913.2	4011076	4013337	D	5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase	4011076..4013337	Escherichia coli K12	948323
YP_026268.1	CDS	ysgA	NC_000913.2	4013377	4014192	R	predicted hydrolase	complement(4013377..4014192)	Escherichia coli K12	948320
NP_418275.1	CDS	udp	NC_000913.2	4014454	4015215	D	uridine phosphorylase	4014454..4015215	Escherichia coli K12	948987
NP_418276.1	CDS	rmuC	NC_000913.2	4015356	4016783	D	predicted recombination limiting protein	4015356..4016783	Escherichia coli K12	948966
YP_026269.1	CDS	ubiE	NC_000913.2	4016878	4017633	D	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase	4016878..4017633	Escherichia coli K12	948926
NP_418278.1	CDS	yigP	NC_000913.2	4017647	4018252	D	conserved protein	4017647..4018252	Escherichia coli K12	948915
NP_418279.1	CDS	ubiB	NC_000913.2	4018249	4019889	D	2-octaprenylphenol hydroxylase	4018249..4019889	Escherichia coli K12	948322
NP_418280.4	CDS	tatA	NC_000913.2	4019968	4020237	D	TatABCE protein translocation system subunit	4019968..4020237	Escherichia coli K12	948321
YP_026270.1	CDS	tatB	NC_000913.2	4020241	4020756	D	TatABCE protein translocation system subunit	4020241..4020756	Escherichia coli K12	948319
NP_418282.1	CDS	tatC	NC_000913.2	4020759	4021535	D	TatABCE protein translocation system subunit	4020759..4021535	Escherichia coli K12	948328
YP_026271.1	CDS	tatD	NC_000913.2	4021577	4022359	D	DNase, magnesium-dependent	4021577..4022359	Escherichia coli K12	2847752
NP_418284.1	CDS	rfaH	NC_000913.2	4022356	4022844	R	DNA-binding transcriptional antiterminator	complement(4022356..4022844)	Escherichia coli K12	948327
NP_418285.1	CDS	ubiD	NC_000913.2	4023011	4024504	D	3-octaprenyl-4-hydroxybenzoate decarboxylase	4023011..4024504	Escherichia coli K12	948326
NP_418286.1	CDS	fre	NC_000913.2	4024550	4025251	D	flavin reductase	4024550..4025251	Escherichia coli K12	948325
YP_026272.1	CDS	fadA	NC_000913.2	4025632	4026795	R	3-ketoacyl-CoA thiolase (thiolase I)	complement(4025632..4026795)	Escherichia coli K12	948324
NP_418288.1	CDS	fadB	NC_000913.2	4026805	4028994	R	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	complement(4026805..4028994)	Escherichia coli K12	948336
NP_418289.1	CDS	pepQ	NC_000913.2	4029184	4030515	D	proline dipeptidase	4029184..4030515	Escherichia coli K12	948335
NP_418290.4	CDS	yigZ	NC_000913.2	4030515	4031129	D	predicted elongation factor	4030515..4031129	Escherichia coli K12	948334
YP_026273.1	CDS	trkH	NC_000913.2	4031168	4032619	D	potassium transporter	4031168..4032619	Escherichia coli K12	948333
NP_418292.1	CDS	hemG	NC_000913.2	4032631	4033176	D	protoporphyrin oxidase, flavoprotein	4032631..4033176	Escherichia coli K12	948331
NP_418293.2	CDS	mobB	NC_000913.2	4038929	4039456	R	molybdopterin-guanine dinucleotide biosynthesis protein B	complement(4038929..4039456)	Escherichia coli K12	948343
NP_418294.1	CDS	mobA	NC_000913.2	4039438	4040022	R	molybdopterin-guanine dinucleotide synthase	complement(4039438..4040022)	Escherichia coli K12	948349
NP_418295.1	CDS	yihD	NC_000913.2	4040092	4040361	D	conserved protein	4040092..4040361	Escherichia coli K12	948348
NP_418296.1	CDS	rdoA	NC_000913.2	4040438	4041424	D	Thr/Ser kinase implicated in Cpx stress response	4040438..4041424	Escherichia coli K12	948346
NP_418297.1	CDS	dsbA	NC_000913.2	4041441	4042067	D	periplasmic protein disulfide isomerase I	4041441..4042067	Escherichia coli K12	948353
NP_418298.4	CDS	yihF	NC_000913.2	4042222	4043652	D	conserved protein	4042222..4043652	Escherichia coli K12	948352
NP_418299.1	CDS	yihG	NC_000913.2	4043693	4044625	R	predicted endonuclease	complement(4043693..4044625)	Escherichia coli K12	948350
NP_418300.1	CDS	polA	NC_000913.2	4044989	4047775	D	fused DNA polymerase I 5'->3' exonuclease/3'->5' polymerase/3'->5' exonuclease	4044989..4047775	Escherichia coli K12	948356
NP_418301.3	CDS	yihA	NC_000913.2	4048156	4048788	R	GTP-binding protein	complement(4048156..4048788)	Escherichia coli K12	948358
NP_418302.1	CDS	yihI	NC_000913.2	4049370	4049879	D	conserved protein	4049370..4049879	Escherichia coli K12	948363
NP_418303.2	CDS	hemN	NC_000913.2	4050068	4051441	D	coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent	4050068..4051441	Escherichia coli K12	948362
NP_418304.1	CDS	glnG	NC_000913.2	4051892	4053301	R	fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein	complement(4051892..4053301)	Escherichia coli K12	948361
NP_418305.1	CDS	glnL	NC_000913.2	4053313	4054362	R	sensory histidine kinase in two-component regulatory system with GlnG	complement(4053313..4054362)	Escherichia coli K12	948360
NP_418306.1	CDS	glnA	NC_000913.2	4054648	4056057	R	glutamine synthetase	complement(4054648..4056057)	Escherichia coli K12	948370
YP_026274.1	CDS	typA	NC_000913.2	4056430	4058253	D	GTP-binding protein	4056430..4058253	Escherichia coli K12	948369
NP_418308.1	CDS	yihL	NC_000913.2	4058470	4059180	D	predicted DNA-binding transcriptional regulator	4058470..4059180	Escherichia coli K12	948368
NP_418309.1	CDS	yihM	NC_000913.2	4059188	4060168	D	predicted sugar phosphate isomerase	4059188..4060168	Escherichia coli K12	948367
NP_418310.1	CDS	yihN	NC_000913.2	4060270	4061535	D	predicted transporter	4060270..4061535	Escherichia coli K12	948365
NP_418311.1	CDS	ompL	NC_000913.2	4061626	4062318	R	predicted outer membrane porin L	complement(4061626..4062318)	Escherichia coli K12	948366
YP_026275.1	CDS	yihO	NC_000913.2	4062386	4063789	R	predicted transporter	complement(4062386..4063789)	Escherichia coli K12	948377
NP_418313.4	CDS	yihP	NC_000913.2	4063832	4065217	R	predicted transporter	complement(4063832..4065217)	Escherichia coli K12	948371
NP_418314.1	CDS	yihQ	NC_000913.2	4065263	4067299	R	alpha-glucosidase	complement(4065263..4067299)	Escherichia coli K12	948376
NP_418315.3	CDS	yihR	NC_000913.2	4067498	4068424	R	predicted aldose-1-epimerase	complement(4067498..4068424)	Escherichia coli K12	948375
NP_418316.4	CDS	yihS	NC_000913.2	4068538	4069779	R	predicted glucosamine isomerase	complement(4068538..4069779)	Escherichia coli K12	948374
NP_418317.1	CDS	yihT	NC_000913.2	4069796	4070674	R	predicted aldolase	complement(4069796..4070674)	Escherichia coli K12	948373
NP_418318.1	CDS	yihU	NC_000913.2	4070698	4071594	R	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	complement(4070698..4071594)	Escherichia coli K12	948372
NP_418319.2	CDS	yihV	NC_000913.2	4071762	4072658	D	predicted sugar kinase	4071762..4072658	Escherichia coli K12	948382
NP_418320.2	CDS	yihW	NC_000913.2	4072692	4073477	D	predicted DNA-binding transcriptional regulator	4072692..4073477	Escherichia coli K12	948381
NP_418321.4	CDS	yihX	NC_000913.2	4073576	4074175	D	predicted hydrolase	4073576..4074175	Escherichia coli K12	948380
NP_418322.1	CDS	yihY	NC_000913.2	4074169	4075041	D	predicted inner membrane protein	4074169..4075041	Escherichia coli K12	948379
NP_418323.1	CDS	dtd	NC_000913.2	4075038	4075475	D	D-tyr-tRNA(Tyr) deacylase	4075038..4075475	Escherichia coli K12	948378
NP_418324.1	CDS	yiiD	NC_000913.2	4075472	4076461	D	predicted acetyltransferase	4075472..4076461	Escherichia coli K12	948387
NP_418325.3	CDS	yiiE	NC_000913.2	4077320	4077532	D	predicted transcriptional regulator	4077320..4077532	Escherichia coli K12	948386
NP_418326.2	CDS	yiiF	NC_000913.2	4077774	4077992	D	conserved protein	4077774..4077992	Escherichia coli K12	948385
NP_418327.1	CDS	fdhE	NC_000913.2	4078322	4079251	R	formate dehydrogenase formation protein	complement(4078322..4079251)	Escherichia coli K12	948384
NP_418328.1	CDS	fdoI	NC_000913.2	4079248	4079883	R	formate dehydrogenase-O, cytochrome b556 subunit	complement(4079248..4079883)	Escherichia coli K12	948383
NP_418329.1	CDS	fdoH	NC_000913.2	4079880	4080782	R	formate dehydrogenase-O, Fe-S subunit	complement(4079880..4080782)	Escherichia coli K12	948395
NP_418330.1	CDS	fdoG	NC_000913.2	4080795	4083845	R	formate dehydrogenase-O, large subunit	complement(4080795..4083845)	Escherichia coli K12	948394
NP_418331.1	CDS	fdhD	NC_000913.2	4084039	4084872	D	formate dehydrogenase formation protein	4084039..4084872	Escherichia coli K12	948393
NP_418332.1	CDS	yiiG	NC_000913.2	4085025	4086080	D	conserved protein	4085025..4086080	Escherichia coli K12	948392
NP_418333.1	CDS	frvR	NC_000913.2	4086130	4087878	R	predicted regulator	complement(4086130..4087878)	Escherichia coli K12	948389
NP_418334.1	CDS	frvX	NC_000913.2	4087878	4088948	R	predicted endo-1,4-beta-glucanase	complement(4087878..4088948)	Escherichia coli K12	948388
NP_418335.4	CDS	frvB	NC_000913.2	4088938	4090389	R	fused predicted PTS enzymes: IIB component/IIC component	complement(4088938..4090389)	Escherichia coli K12	948390
NP_418336.1	CDS	frvA	NC_000913.2	4090400	4090846	R	predicted enzyme IIA component of PTS	complement(4090400..4090846)	Escherichia coli K12	948391
NP_418337.1	CDS	rhaM	NC_000913.2	4091147	4091461	R	L-rhamnose mutarotase	complement(4091147..4091461)	Escherichia coli K12	948402
NP_418338.1	CDS	rhaD	NC_000913.2	4091471	4092295	R	rhamnulose-1-phosphate aldolase	complement(4091471..4092295)	Escherichia coli K12	948401
YP_026276.1	CDS	rhaA	NC_000913.2	4092746	4094005	R	L-rhamnose isomerase	complement(4092746..4094005)	Escherichia coli K12	948400
NP_418340.1	CDS	rhaB	NC_000913.2	4094002	4095471	R	rhamnulokinase	complement(4094002..4095471)	Escherichia coli K12	948399
NP_418341.1	CDS	rhaS	NC_000913.2	4095759	4096595	D	DNA-binding transcriptional activator, L-rhamnose-binding	4095759..4096595	Escherichia coli K12	948397
NP_418342.1	CDS	rhaR	NC_000913.2	4096579	4097517	D	DNA-binding transcriptional activator, L-rhamnose-binding	4096579..4097517	Escherichia coli K12	948396
NP_418343.1	CDS	rhaT	NC_000913.2	4097514	4098548	R	L-rhamnose:proton symporter	complement(4097514..4098548)	Escherichia coli K12	948398
NP_418344.3	CDS	sodA	NC_000913.2	4098833	4099453	D	superoxide dismutase, Mn	4098833..4099453	Escherichia coli K12	948403
NP_418345.2	CDS	kdgT	NC_000913.2	4099713	4100696	D	2-keto-3-deoxy-D-gluconate transporter	4099713..4100696	Escherichia coli K12	948407
NP_418346.2	CDS	yiiM	NC_000913.2	4100845	4101519	D	conserved protein	4100845..4101519	Escherichia coli K12	948406
NP_418347.1	CDS	cpxA	NC_000913.2	4101625	4102998	R	sensory histidine kinase in two-component regulatory system with CpxR	complement(4101625..4102998)	Escherichia coli K12	948405
NP_418348.1	CDS	cpxR	NC_000913.2	4102995	4103693	R	DNA-binding response regulator in two-component regulatory system with CpxA	complement(4102995..4103693)	Escherichia coli K12	948404
YP_026277.1	CDS	cpxP	NC_000913.2	4103843	4104343	D	periplasmic protein combats stress	4103843..4104343	Escherichia coli K12	2847688
NP_418350.1	CDS	fieF	NC_000913.2	4104492	4105394	D	zinc transporter	4104492..4105394	Escherichia coli K12	948413
NP_418351.1	CDS	pfkA	NC_000913.2	4105575	4106537	D	6-phosphofructokinase I	4105575..4106537	Escherichia coli K12	948412
NP_418352.1	CDS	sbp	NC_000913.2	4106857	4107846	D	sulfate transporter subunit	4106857..4107846	Escherichia coli K12	948411
NP_418353.1	CDS	cdh	NC_000913.2	4107953	4108708	D	CDP-diacylglycerol phosphotidylhydrolase	4107953..4108708	Escherichia coli K12	948410
NP_418354.1	CDS	tpiA	NC_000913.2	4108763	4109530	R	triosephosphate isomerase	complement(4108763..4109530)	Escherichia coli K12	948409
NP_418355.1	CDS	yiiQ	NC_000913.2	4109638	4110237	R	conserved protein	complement(4109638..4110237)	Escherichia coli K12	948408
NP_418356.1	CDS	yiiR	NC_000913.2	4110338	4110778	D	conserved inner membrane protein	4110338..4110778	Escherichia coli K12	948417
NP_418357.1	CDS	yiiS	NC_000913.2	4110990	4111289	D	conserved protein	4110990..4111289	Escherichia coli K12	948416
NP_418358.1	CDS	uspD	NC_000913.2	4111316	4111744	D	stress-induced protein	4111316..4111744	Escherichia coli K12	948415
NP_418359.1	CDS	fpr	NC_000913.2	4111749	4112495	R	ferredoxin-NADP reductase	complement(4111749..4112495)	Escherichia coli K12	948414
NP_418360.1	CDS	glpX	NC_000913.2	4112592	4113602	R	fructose 1,6-bisphosphatase II	complement(4112592..4113602)	Escherichia coli K12	948424
NP_418361.1	CDS	glpK	NC_000913.2	4113737	4115245	R	glycerol kinase	complement(4113737..4115245)	Escherichia coli K12	948423
NP_418362.1	CDS	glpF	NC_000913.2	4115268	4116113	R	glycerol facilitator	complement(4115268..4116113)	Escherichia coli K12	948422
